x0,y0,x1,y1,x2,y2,x3,y3,x4,y4
-0.437001,0.0379893,0,0,30.2012,-2.26395,59.8462,-4.54669,89.2961,-7.83875,
-0.436001,0.0379893,0,0,30.2034,-2.23293,59.8459,-4.55031,89.2906,-7.88967,
-0.437001,0.0369896,0,0,30.2049,-2.21265,59.8456,-4.55315,89.287,-7.92409,
-0.437001,0.0369896,0,0,30.2069,-2.18468,59.845,-4.55983,89.2813,-7.9781,
-0.437001,0.0359899,0,0,30.2082,-2.16638,59.8446,-4.56465,89.2774,-8.0145,
-0.437001,0.0349902,0,0,30.2094,-2.15008,59.844,-4.57147,89.2735,-8.05288,
-0.437001,0.0349902,0,0,30.2108,-2.12806,59.8427,-4.58409,89.865,-8.12384,
-0.437001,0.0339905,0,0,30.2117,-2.11375,59.842,-4.59289,89.8659,-8.11217,
-0.437001,0.0329908,0,0,30.2125,-2.10142,59.841,-4.60367,89.8665,-8.10248,
-0.437001,0.0319911,0,0,30.2135,-2.0854,59.8393,-4.62229,89.8672,-8.09041,
-0.437001,0.0319911,0,0,30.2139,-2.07603,59.838,-4.636,89.8674,-8.08364,
-0.437001,0.0319911,0,0,30.2144,-2.06666,59.4765,-4.61243,89.8677,-8.07687,
-0.437001,0.0309914,0,0,30.2151,-2.05363,59.4695,-4.68132,89.8682,-8.06778,
-0.437001,0.0309914,0,0,29.9516,-2.02682,59.4647,-4.72853,89.8683,-8.06301,
-0.437001,0.0309914,0,0,29.9502,-2.04252,59.46,-4.77575,89.8686,-8.05824,
-0.437001,0.0299916,0,0,29.9478,-2.06707,59.4525,-4.84758,89.8686,-8.05211,
-0.437001,0.0299917,0,0,29.9463,-2.08475,59.4476,-4.89678,89.8686,-8.04933,
-0.437001,0.0299917,0,0,29.9446,-2.10243,59.4426,-4.94597,89.8685,-8.04654,
-0.437001,0.0289919,0,0,29.9422,-2.12997,59.435,-5.02078,89.8684,-8.04341,
-0.437001,0.0289919,0,0,29.9403,-2.14963,59.4298,-5.07195,89.8681,-8.04261,
-0.437001,0.0289919,0,0,29.9386,-2.1693,59.4246,-5.12312,89.868,-8.04181,
-0.437001,0.028992,0,0,29.9359,-2.19879,59.4169,-5.19987,89.8677,-8.04062,
-0.437001,0.028992,0,0,29.9341,-2.21846,59.4118,-5.25105,89.8675,-8.03982,
-0.437001,0.028992,0,0,29.9323,-2.23812,59.4065,-5.30221,89.8672,-8.03902,
-0.437001,0.028992,0,0,29.9304,-2.25778,59.4013,-5.35337,89.8669,-8.03821,
-0.437001,0.028992,0,0,29.9278,-2.28719,59.3936,-5.43,89.8666,-8.03695,
-0.436001,0.028992,0,0,29.6468,-2.28192,59.1103,-5.44611,89.5868,-8.01778,
-0.436001,0.028992,0,0,29.6452,-2.30151,59.1053,-5.49717,89.5867,-8.01693,
-0.437001,0.028992,0,0,29.643,-2.33096,59.0981,-5.57386,89.5869,-8.0157,
-0.436001,0.028992,0,0,29.6413,-2.35055,59.093,-5.62492,89.5868,-8.01484,
-0.436001,0.028992,0,0,29.6399,-2.37016,59.0882,-5.67601,89.587,-8.014,
-0.437001,0.028992,0,0,29.6375,-2.39959,59.0808,-5.75267,89.587,-8.01276,
-0.436001,0.028992,0,0,29.6361,-2.4192,59.076,-5.80376,89.5871,-8.01191,
-0.436001,0.028992,0,0,29.6345,-2.4388,59.071,-5.85483,89.5871,-8.01106,
-0.436001,0.028992,0,0,29.6329,-2.45839,59.066,-5.90589,89.3768,-7.99785,
-0.436001,0.0299918,0,0,29.6308,-2.48674,59.0589,-5.98143,89.375,-8.02308,
-0.437001,0.0299918,0,0,29.6294,-2.50435,59.6515,-6.04592,89.3737,-8.03863,
-0.437001,0.0299918,0,0,29.6279,-2.52195,59.6517,-6.04308,89.3725,-8.05418,
-0.436001,0.0299918,0,0,29.6258,-2.54833,59.652,-6.03879,89.3707,-8.07747,
-0.437001,0.0299918,0,0,29.6244,-2.56594,59.6521,-6.03595,89.3694,-8.09302,
-0.436001,0.0309915,0,0,29.6223,-2.59129,59.6524,-6.03062,89.3676,-8.11526,
-0.437001,0.0309915,0,0,29.2596,-2.58245,59.6528,-6.0258,89.3666,-8.12883,
-0.437001,0.0309915,0,0,29.2548,-2.62953,59.6529,-6.02096,89.3654,-8.14238,
-0.437001,0.0309915,0,0,29.248,-2.69916,59.6536,-6.01269,89.364,-8.16171,
-0.436001,0.0319913,0,0,29.2433,-2.74512,59.6539,-6.00675,89.3628,-8.17412,
-0.436001,0.032991,0,0,29.239,-2.78912,59.6545,-5.99884,89.3621,-8.18457,
-0.436001,0.0339907,0,0,29.2324,-2.85163,59.6554,-5.98349,89.3609,-8.19677,
-0.436001,0.0349905,0,0,29.2281,-2.89164,59.6561,-5.97157,89.3601,-8.20322,
-0.436001,0.0359902,0,0,29.2242,-2.92969,59.6571,-5.95769,89.3597,-8.20771,
-0.436001,0.0369899,0,0,29.2202,-2.96573,59.658,-5.9418,89.3593,-8.21018,
-0.436001,0.0379897,0,0,29.2144,-3.01621,59.6596,-5.91442,89.3588,-8.21036,
-0.435001,0.0389894,0,0,29.4736,-3.08119,59.9253,-5.91179,89.6226,-8.23165,
-0.435001,0.0399892,0,0,29.4703,-3.1112,59.9269,-5.88988,89.6229,-8.2281,
-0.436001,0.0409889,0,0,29.4657,-3.15283,59.9298,-5.85359,89.6237,-8.21939,
-0.435001,0.0419886,0,0,29.4629,-3.1789,59.932,-5.82771,89.6244,-8.21188,
-0.436001,0.0429884,0,0,29.4602,-3.20298,59.9342,-5.79984,89.6253,-8.20238,
-0.435001,0.0439881,0,0,29.4563,-3.23558,59.9378,-5.75453,89.6268,-8.18464,
-0.436001,0.0449878,0,0,29.454,-3.25571,59.9404,-5.72268,89.628,-8.17118,
-0.436001,0.0459876,0,0,29.4518,-3.27385,59.9432,-5.68884,89.6293,-8.15573,
-0.435001,0.0459876,0,0,29.4488,-3.29858,59.9477,-5.63563,89.6317,-8.13012,
-0.436001,0.0469873,0,0,29.4468,-3.31475,59.9506,-5.5998,89.6333,-8.11269,
-0.435001,0.0479871,0,0,29.445,-3.32882,59.9537,-5.56192,89.7405,-8.09697,
-0.436001,0.0489868,0,0,29.4424,-3.34658,59.9586,-5.5017,89.7444,-8.05059,
-0.435002,0.0499866,0,0,29.441,-3.35669,59.7519,-5.44777,89.7473,-8.01795,
-0.436002,0.0499865,0,0,29.439,-3.36955,59.7553,-5.41025,89.7518,-7.96666,
-0.435002,0.0509863,0,0,30.0353,-3.39214,59.7575,-5.3848,89.7547,-7.93203,
-0.435002,0.051986,0,0,30.0391,-3.34632,59.7599,-5.35738,89.7579,-7.89542,
-0.435002,0.0529858,0,0,30.045,-3.27518,59.7637,-5.31385,89.7628,-7.83811,
-0.436002,0.0529858,0,0,30.0492,-3.22648,59.7665,-5.28358,89.7664,-7.79865,
-0.436002,0.0529858,0,0,30.0533,-3.17776,59.7692,-5.2533,89.7698,-7.75918,
-0.435002,0.0529858,0,0,30.0573,-3.12904,59.7718,-5.22301,89.7732,-7.71971,
-0.436002,0.0519861,0,0,30.0634,-3.05701,59.7758,-5.17867,89.7783,-7.6616,
-0.435002,0.0509864,0,0,30.0672,-3.0113,59.7782,-5.1514,89.7814,-7.62517,
-0.436002,0.0509863,0,0,30.071,-2.96663,59.7806,-5.12518,89.7846,-7.58976,
-0.436002,0.0499866,0,0,30.0745,-2.92297,59.7827,-5.09998,89.7875,-7.55539,
-0.436002,0.0499866,0,0,30.0797,-2.85993,59.7858,-5.0646,89.7917,-7.50623,
-0.436001,0.0489869,0,0,30.0833,-2.81827,59.788,-5.0414,89.7946,-7.47386,
-0.436001,0.0479872,0,0,30.4609,-2.80307,60.1636,-5.05255,90.1712,-7.47191,
-0.436001,0.0479872,0,0,30.4658,-2.74602,60.1664,-5.02315,90.1751,-7.42873,
-0.436001,0.0469875,0,0,30.4689,-2.70833,60.1681,-5.00391,90.1776,-7.40032,
-0.436001,0.0459877,0,0,30.4732,-2.65532,60.1703,-4.97858,90.1809,-7.36123,
-0.437001,0.044988,0,0,30.4759,-2.62166,60.1716,-4.96339,90.183,-7.33687,
-0.437001,0.0439883,0,0,30.4782,-2.58998,60.1725,-4.95017,90.1846,-7.31448,
-0.437001,0.0429885,0,0,30.4804,-2.56029,60.1733,-4.93893,90.1862,-7.29408,
-0.436001,0.0419888,0,0,30.4831,-2.51918,60.1739,-4.92547,90.1879,-7.26686,
-0.436001,0.0409891,0,0,30.4849,-2.49346,60.1742,-4.91819,90.189,-7.25043,
-0.436001,0.0399894,0,0,30.4863,-2.46972,60.1743,-4.91289,90.1897,-7.23597,
-0.437001,0.0399894,0,0,30.4881,-2.43659,60.1739,-4.9074,90.3779,-7.22109,
-0.436001,0.0389897,0,0,30.4892,-2.41483,60.1737,-4.90407,90.3795,-7.19221,
-0.436001,0.0379899,0,0,30.4901,-2.39506,60.1732,-4.90272,90.3809,-7.16531,
-0.437001,0.0379899,0,0,30.4913,-2.36789,60.2779,-4.90506,90.3827,-7.12741,
-0.436001,0.0369902,0,0,30.4919,-2.3501,60.2778,-4.89651,90.3837,-7.1025,
-0.436001,0.0369902,0,0,30.4925,-2.33329,60.2778,-4.88894,90.3848,-7.07854,
-0.437001,0.0359905,0,0,30.2811,-2.31924,60.2774,-4.87862,90.386,-7.04365,
-0.436001,0.0349907,0,0,30.2799,-2.32382,60.2769,-4.87405,90.3867,-7.02272,
-0.436001,0.0349908,0,0,30.2787,-2.32937,60.2764,-4.87043,90.3872,-7.00273,
-0.436001,0.0349908,0,0,30.2772,-2.3349,60.2757,-4.8668,90.3876,-6.98273,
-0.436001,0.0349908,0,0,30.2759,-2.34045,60.2752,-4.86319,90.3882,-6.96274,
-0.437001,0.033991,0,0,30.2737,-2.34981,60.2741,-4.85882,90.3887,-6.93381,
-0.436001,0.033991,0,0,30.2722,-2.35733,60.2733,-4.85718,90.389,-6.91581,
-0.436001,0.033991,0,0,30.2706,-2.36485,60.2725,-4.85554,90.3893,-6.8978,
-0.437001,0.033991,0,0,30.2681,-2.37617,60.2711,-4.85311,90.3895,-6.8708,
-0.436001,0.0339911,0,0,30.2665,-2.38369,60.2702,-4.85148,90.3898,-6.85279,
-0.436001,0.0339911,0,0,29.6972,-2.34202,59.7012,-4.80661,89.8211,-6.80223,
-0.437001,0.033991,0,0,29.6963,-2.35347,59.7014,-4.80431,89.8229,-6.77532,
-0.436001,0.0339911,0,0,29.6955,-2.36106,59.7014,-4.80273,89.824,-6.75736,
-0.436001,0.0339911,0,0,29.6949,-2.36866,59.7014,-4.80116,89.8252,-6.7394,
-0.437001,0.0339911,0,0,29.6938,-2.38011,59.7015,-4.79884,89.8269,-6.7125,
-0.436001,0.0339911,0,0,29.6931,-2.3877,59.7015,-4.79727,89.828,-6.69453,
-0.436001,0.0339911,0,0,29.6924,-2.3953,59.7016,-4.7957,89.8292,-6.67657,
-0.436001,0.0339911,0,0,29.6916,-2.40289,59.7016,-4.79412,89.8302,-6.65861,
-0.437001,0.0339911,0,0,29.6906,-2.41434,59.7017,-4.7918,89.832,-6.6317,
-0.436001,0.0339911,0,0,29.6901,-2.42195,59.7019,-4.79024,89.8333,-6.61375,
-0.436001,0.0339911,0,0,29.6893,-2.42954,59.7018,-4.78867,89.8343,-6.59579,
-0.437001,0.0349908,0,0,29.6884,-2.43998,59.7021,-4.78532,89.8362,-6.56783,
-0.436001,0.0349909,0,0,29.6877,-2.44558,59.7021,-4.78175,89.8373,-6.54787,
-0.437001,0.0349908,0,0,29.6872,-2.45119,59.7024,-4.7782,89.8387,-6.52793,
-0.437001,0.0349909,0,0,29.6863,-2.45965,59.8896,-4.78412,89.8406,-6.49803,
-0.437001,0.0349909,0,0,29.6858,-2.46526,59.8908,-4.76417,89.8418,-6.47807,
-0.436001,0.0349909,0,0,29.6852,-2.47087,59.8921,-4.74422,89.763,-6.45578,
-0.436001,0.0359906,0,0,29.7898,-2.48396,59.8942,-4.71323,89.7644,-6.43523,
-0.436001,0.0359906,0,0,29.7901,-2.47841,59.8955,-4.69129,89.7654,-6.42025,
-0.437001,0.0359906,0,0,29.7904,-2.47285,59.8969,-4.66934,89.7663,-6.40527,
-0.437001,0.0359906,0,0,29.7907,-2.46731,59.8984,-4.6474,89.7674,-6.3903,
-0.436001,0.0359907,0,0,29.7911,-2.45894,59.9004,-4.61445,89.7688,-6.3678,
-0.437001,0.0359906,0,0,29.7915,-2.45339,59.9019,-4.59251,89.7698,-6.35283,
-0.436001,0.0359907,0,0,29.7917,-2.44783,59.9032,-4.57056,89.7707,-6.33784,
-0.436001,0.0359907,0,0,29.7922,-2.44229,59.9047,-4.54862,89.7718,-6.32288,
-0.437001,0.0359907,0,0,29.7927,-2.434,59.9069,-4.51574,89.7733,-6.30045,
-0.436001,0.0359907,0,0,29.7929,-2.42844,59.9081,-4.49379,89.7741,-6.28546,
-0.437001,0.0359907,0,0,30.0061,-2.43909,60.1228,-4.48404,89.9882,-6.28439,
-0.437001,0.0359907,0,0,30.0067,-2.43081,60.125,-4.45116,89.9898,-6.26197,
-0.436001,0.0359907,0,0,30.0071,-2.42526,60.1265,-4.42922,89.9909,-6.247,
-0.437001,0.0359907,0,0,30.0077,-2.41698,60.1287,-4.39634,89.9925,-6.22457,
-0.436001,0.0359907,0,0,30.0082,-2.41144,60.1303,-4.37441,89.9936,-6.20961,
-0.436001,0.0359907,0,0,30.0087,-2.40591,60.1319,-4.35247,89.9948,-6.19464,
-0.436001,0.0359907,0,0,30.009,-2.40036,60.1333,-4.33053,89.9958,-6.17967,
-0.436001,0.0359907,0,0,30.0095,-2.39482,60.1349,-4.3086,89.997,-6.16471,
-0.437001,0.0359907,0,0,30.0101,-2.38654,60.1371,-4.27572,89.9986,-6.14228,
-0.436001,0.0359907,0,0,30.0105,-2.38099,60.1386,-4.25378,89.9996,-6.12731,
-0.436001,0.0359907,0,0,30.0111,-2.37546,60.1403,-4.23185,90.0009,-6.11235,
-0.437001,0.0359907,0,0,30.0117,-2.36718,60.1425,-4.19897,90.0025,-6.08993,
-0.436001,0.0359908,0,0,30.0122,-2.36164,60.1441,-4.17703,90.0036,-6.07497,
-0.437001,0.0359907,0,0,30.0127,-2.35336,60.1463,-4.14415,90.0051,-6.05254,
-0.436001,0.0359908,0,0,30.0132,-2.34782,60.1478,-4.12221,90.0063,-6.03757,
-0.436001,0.0359908,0,0,30.0137,-2.34229,60.1495,-4.10028,90.0075,-6.02261,
-0.436001,0.0359908,0,0,30.014,-2.33673,60.1509,-4.07834,90.0084,-6.00764,
-0.437001,0.0359908,0,0,30.2022,-2.33156,60.1532,-4.04546,90.4565,-5.9563,
-0.436001,0.0359908,0,0,30.2037,-2.30962,60.1547,-4.02352,90.4592,-5.90243,
-0.436001,0.0359908,0,0,30.2052,-2.28769,60.0759,-4.0027,90.462,-5.84856,
-0.437001,0.0359908,0,0,30.2068,-2.26581,60.0771,-3.9878,90.4648,-5.7947,
-0.436001,0.0359908,0,0,30.2091,-2.23293,60.0787,-3.96538,90.469,-5.7139,
-0.437001,0.0359908,0,0,30.2105,-2.21104,60.0797,-3.95047,90.4717,-5.66005,
-0.437001,0.0359908,0,0,30.2121,-2.18917,60.0809,-3.93557,90.4745,-5.6062,
-0.437001,0.0359908,0,0,30.2137,-2.16729,60.082,-3.92067,90.4773,-5.55234,
-0.437001,0.0349911,0,0,30.2157,-2.13547,60.0834,-3.89934,90.4812,-5.47261,
-0.437001,0.0349911,0,0,30.2171,-2.11558,60.0844,-3.88642,90.4838,-5.42076,
-0.437001,0.0349911,0,0,30.114,-2.08972,59.9809,-3.8667,90.3819,-5.36674,
-0.437001,0.0339913,0,0,30.116,-2.06089,59.9822,-3.84836,90.3857,-5.29,
-0.437001,0.0339913,0,0,30.1172,-2.043,59.9831,-3.83744,90.3882,-5.24015,
-0.437001,0.0339913,0,0,30.1184,-2.0251,59.9838,-3.82651,90.3906,-5.19029,
-0.437001,0.0329916,0,0,30.1196,-2.00821,59.9845,-3.81662,90.393,-5.14148,
-0.437001,0.0319919,0,0,30.1205,-1.99332,59.9851,-3.80872,90.3952,-5.09467,
-0.437001,0.0309921,0,0,30.1218,-1.97346,59.9857,-3.79933,90.3983,-5.02692,
-0.437001,0.0309921,0,0,30.1225,-1.96153,59.986,-3.79438,90.4003,-4.98305,
-0.437001,0.0309921,0,0,30.1232,-1.9496,59.9863,-3.78942,90.4022,-4.93918,
-0.437001,0.0309921,0,0,30.1241,-1.93768,59.9867,-3.78447,90.4044,-4.89531,
-0.437001,0.0299924,0,0,30.1251,-1.92081,59.9871,-3.77807,90.4073,-4.83056,
-0.437001,0.0299924,0,0,30.1257,-1.91087,59.9873,-3.77511,90.4091,-4.78868,
-0.437,0.0289927,0,0,30.1264,-1.89698,59.9874,-3.77169,90.4117,-4.72692,
-0.437,0.0289927,0,0,30.1269,-1.88904,59.9874,-3.77071,90.4134,-4.68705,
-0.437,0.0289927,0,0,30.1274,-1.8811,59.9875,-3.76974,90.4151,-4.64717,
-0.437,0.0279929,0,0,30.128,-1.8702,59.9875,-3.76932,90.4176,-4.58841,
-0.437,0.0279929,0,0,30.1282,-1.86424,59.9872,-3.77032,90.419,-4.55053,
-0.437,0.0279929,0,0,30.1286,-1.8583,59.9871,-3.77134,90.4207,-4.51265,
-0.437,0.0269932,0,0,30.129,-1.85039,59.987,-3.7739,91.5996,-4.36366,
-0.437,0.0269932,0,0,30.1292,-1.84643,59.9867,-3.77691,91.5971,-4.22465,
-0.437,0.0269932,0,0,30.1294,-1.84247,60.4322,-3.76483,91.5945,-4.08564,
-0.437,0.0269932,0,0,30.1293,-1.8385,60.4334,-3.72895,91.5918,-3.94665,
-0.438,0.0259934,0,0,30.0491,-1.83576,60.4354,-3.67618,91.5879,-3.7391,
-0.437,0.0259935,0,0,30.0488,-1.84076,60.4368,-3.6423,91.5853,-3.6021,
-0.437,0.0259935,0,0,30.0484,-1.84576,60.4381,-3.60841,91.5826,-3.4651,
-0.437,0.0259935,0,0,30.0479,-1.85076,60.4393,-3.57453,91.5799,-3.32811,
-0.438,0.0259934,0,0,30.0473,-1.85831,60.4411,-3.52372,91.5758,-3.12253,
-0.437,0.0259935,0,0,30.0467,-1.8633,60.4422,-3.48983,91.5729,-2.98555,
-0.437,0.0259935,0,0,29.8624,-1.85631,60.2593,-3.45214,91.3869,-2.86645,
-0.437,0.0259935,0,0,29.862,-1.86382,60.2614,-3.40131,91.3831,-2.66093,
-0.437,0.0259935,0,0,29.8617,-1.86882,60.2627,-3.36743,91.3804,-2.52393,
-0.437,0.0259935,0,0,29.8614,-1.87383,60.2641,-3.33355,91.3779,-2.38692,
-0.437,0.0259935,0,0,29.861,-1.87882,60.2653,-3.29966,91.3751,-2.24993,
-0.437,0.0259935,0,0,29.8606,-1.88634,60.2674,-3.24884,91.3713,-2.04442,
-0.437,0.0259935,0,0,29.8603,-1.89134,60.2688,-3.21496,91.3688,-1.90741,
-0.437,0.0259935,0,0,29.86,-1.89635,60.2702,-3.18107,91.3662,-1.77041,
-0.437,0.0269933,0,0,29.8595,-1.90283,60.2722,-3.12921,91.3622,-1.56385,
-0.437,0.0269933,0,0,29.8593,-1.90585,60.2737,-3.09334,91.3598,-1.42483,
-0.437,0.0269933,0,0,29.8591,-1.90886,60.2751,-3.05745,91.3573,-1.28582,
-0.437,0.0269933,0,0,29.8589,-1.91338,60.2774,-3.00364,91.3537,-1.07729,
-0.437,0.0269933,0,0,29.8586,-1.91639,60.2788,-2.96775,91.3511,-0.938281,
-0.437,0.0269933,0,0,29.8584,-1.9194,60.2802,-2.93187,91.3486,-0.799271,
-0.437,0.0269933,0,0,29.8581,-1.92392,60.2825,-2.87805,91.3449,-0.590747,
-0.437,0.0269933,0,0,29.8579,-1.92693,60.284,-2.84217,91.3424,-0.451728,
-0.437,0.0269933,0,0,29.8578,-1.92994,60.2855,-2.80629,91.34,-0.312709,
-0.437,0.0269933,0,0,29.8576,-1.93296,60.287,-2.77041,91.3376,-0.17369,
-0.437,0.027993,0,0,29.8572,-1.93645,60.2891,-2.71556,91.6789,0.0829326,
-0.437,0.027993,0,0,29.8572,-1.93747,60.2907,-2.67768,91.6731,0.254303,
-0.437,0.027993,0,0,29.8571,-1.9385,60.2923,-2.6398,91.6673,0.425673,
-0.437,0.0279931,0,0,29.857,-1.93952,61.4685,-2.45415,91.6614,0.597043,
-0.437,0.0289928,0,0,30.3028,-1.92381,61.465,-2.24157,91.6527,0.855151,
-0.437,0.0289928,0,0,30.3045,-1.88393,61.4628,-2.09853,91.647,1.02853,
-0.437,0.0289928,0,0,30.3062,-1.84406,61.4605,-1.95549,91.6412,1.20192,
-0.437,0.0289928,0,0,30.3079,-1.80418,61.4583,-1.81245,91.6355,1.3753,
-0.438,0.0289928,0,0,30.3104,-1.74439,61.4549,-1.5978,91.6268,1.6355,
-0.438,0.0289928,0,0,30.3121,-1.70453,61.4526,-1.45467,91.6211,1.80902,
-0.438,0.0289928,0,0,30.3139,-1.66468,61.4504,-1.31153,91.6153,1.98253,
-0.438,0.0289928,0,0,30.3953,-1.62647,61.5275,-1.16065,91.6887,2.16656,
-0.437,0.0289928,0,0,30.398,-1.56668,61.5242,-0.945988,91.6801,2.42677,
-0.438,0.0289928,0,0,30.3998,-1.52683,61.5221,-0.802842,91.6745,2.6003,
-0.438,0.0289928,0,0,30.4015,-1.48697,61.5198,-0.659706,91.6687,2.77382,
-0.438,0.0289928,0,0,30.4032,-1.44712,61.5176,-0.51657,91.663,2.94733,
-0.438,0.0279931,0,0,30.4059,-1.38836,61.5144,-0.302838,91.6545,3.20664,
-0.437,0.0279931,0,0,30.4077,-1.35051,61.5122,-0.161692,91.6489,3.37817,
-0.437,0.0279931,0,0,30.4085,-1.31264,61.5091,-0.020644,91.6422,3.54956,
-0.437,0.0279931,0,0,30.4104,-1.27479,61.5069,0.120502,91.6366,3.72109,
-0.437,0.0279931,0,0,30.4122,-1.23693,61.5048,0.261647,91.6309,3.89262,
-0.438,0.0269934,0,0,30.4149,-1.18118,61.5016,0.472379,91.6225,4.14893,
-0.437,0.0269934,0,0,30.4157,-1.14531,61.4984,0.611428,91.6158,4.31833,
-0.437,0.0269934,0,0,30.4175,-1.10945,61.4963,0.750574,91.6102,4.48785,
-0.438,0.0269934,0,0,30.4192,-1.05566,61.4921,0.959243,91.6007,4.74208,
-0.438,0.0269934,0,0,30.421,-1.01983,61.4899,1.09849,91.5951,4.91174,
-0.437,0.0269934,0,0,30.4228,-0.983979,61.4878,1.23763,91.5894,5.08127,
-0.437,0.0269934,0,0,30.4237,-0.948105,61.4846,1.37668,91.5828,5.25067,
-0.437,0.0259936,0,0,30.4264,-0.895353,61.4814,1.58441,91.5743,5.50397,
-0.438,0.0259936,0,0,30.4272,-0.8615,61.4783,1.72156,91.5677,5.6715,
-0.438,0.0259936,0,0,30.429,-0.827668,61.4761,1.8588,91.562,5.83916,
-0.438,0.0259936,0,0,30.4298,-0.793815,61.8169,2.05429,92.4161,6.17477,
-0.438,0.0249939,0,0,30.4325,-0.744084,61.8084,2.30475,92.3874,6.53891,
-0.438,0.0249939,0,0,31.6084,-0.577132,61.8018,2.47027,92.3673,6.78015,
-0.438,0.0239941,0,0,31.6052,-0.443004,61.7951,2.63477,92.3472,7.02035,
-0.438,0.0239941,0,0,31.601,-0.244236,61.7856,2.87913,92.3175,7.37832,
-0.438,0.0229944,0,0,31.5979,-0.112108,61.779,3.04162,92.2974,7.61651,
-0.438,0.0219946,0,0,31.5947,0.0180201,61.7724,3.20212,92.2773,7.8527,
-0.438,0.0209949,0,0,31.5916,0.146148,61.7657,3.36061,92.2572,8.08689,
-0.438,0.0199951,0,0,31.5864,0.333801,61.7553,3.5938,92.2266,8.4336,
-0.438,0.0189954,0,0,31.5832,0.456929,61.7486,3.7473,92.2065,8.66279,
-0.438,0.0179956,0,0,31.1382,0.534946,61.3018,3.8403,91.7531,8.79316,
-0.438,0.0169959,0,0,31.134,0.653978,61.2942,3.98966,91.732,9.01813,
-0.438,0.0139966,0,0,31.1288,0.827596,61.2837,4.20879,91.7013,9.35073,
-0.438,0.0129968,0,0,31.1247,0.938628,61.2761,4.35015,91.6803,9.56771,
-0.438,0.0119971,0,0,31.1205,1.04766,61.2685,4.48951,91.6592,9.78268,
-0.437,0.00899782,0,0,31.1153,1.20618,61.258,4.69351,91.6286,10.1001,
-0.437,0.00799806,0,0,31.1112,1.30712,61.2504,4.82474,91.6075,10.3068,
-0.437,0.00699831,0,0,31.1071,1.40605,61.2428,4.95397,91.5865,10.5116,
-0.437,0.00499879,0,0,31.1029,1.50197,61.2352,5.08017,91.5654,10.7133,
-0.437,0.00399903,0,0,31.0988,1.5949,61.2276,5.2034,91.5444,10.912,
-0.437,0.00199952,0,0,31.0926,1.72925,61.2161,5.38317,91.5128,11.205,
-0.438,0,0,0,31.0885,1.81516,61.2085,5.49936,91.4918,11.3967,
-0.438,-0.00199952,0,0,31.0834,1.89699,61.1999,5.61143,91.4697,11.5842,
-0.438,-0.00499879,0,0,31.0772,2.01331,61.1885,5.77316,91.4382,11.8592,
-0.437,-0.00599855,0,0,31.073,2.08615,61.1809,5.87626,91.4172,12.0377,
-0.437,-0.00699831,0,0,31.0679,2.15689,61.1723,5.97723,91.3952,12.214,
-0.437,-0.00799807,0,0,31.0638,2.22573,61.1646,6.07633,91.3741,12.3886,
-0.437,-0.0109974,0,0,31.0566,2.32386,61.1522,6.2198,91.3416,12.6451,
-0.437,-0.0119971,0,0,31.0515,2.3846,61.1436,6.31077,91.3196,12.8114,
-0.436,-0.0129969,0,0,31.0464,2.44325,61.135,6.39961,91.7314,13.113,
-0.436,-0.0139966,0,0,31.0412,2.49989,61.1264,6.48644,91.6999,13.3135,
-0.437,-0.0169959,0,0,31.3754,2.66009,61.9651,6.83423,91.6532,13.6096,
-0.437,-0.0179957,0,0,31.3668,2.73894,61.9431,6.98835,91.6217,13.8021,
-0.437,-0.0189954,0,0,31.3583,2.8158,61.9212,7.14047,91.5902,13.9926,
-0.436,-0.020995,0,0,31.3459,2.92707,61.8887,7.36463,91.5435,14.2744,
-0.436,-0.0219947,0,0,31.3373,2.99779,61.8667,7.51054,91.512,14.4587,
-0.436,-0.0229945,0,0,31.3287,3.06651,61.8448,7.65444,91.4806,14.641,
-0.436,-0.0239943,0,0,31.3191,3.1331,61.8218,7.79612,91.4482,14.821,
-0.436,-0.024994,0,0,31.3105,3.19782,61.7999,7.93602,91.4167,14.9993,
-0.435,-0.0269936,0,0,30.181,3.14239,60.6676,7.89601,90.2825,14.9672,
-0.435,-0.0279933,0,0,30.1754,3.20137,60.6486,8.03035,90.2539,15.14,
-0.435,-0.0289931,0,0,30.1688,3.25823,60.6286,8.16247,90.2245,15.3105,
-0.435,-0.0299929,0,0,30.1632,3.31321,60.6096,8.29281,90.1959,15.4793,
-0.435001,-0.0319924,0,0,30.1547,3.39162,60.5811,8.48419,90.1532,15.7284,
-0.435001,-0.0329922,0,0,30.1492,3.44047,60.5621,8.60831,90.1247,15.891,
-0.435001,-0.0339919,0,0,30.1445,3.48746,60.5441,8.73065,90.0972,16.0518,
-0.435001,-0.0349917,0,0,30.139,3.53231,60.5252,8.85077,90.0687,16.2103,
-0.435001,-0.0359915,0,0,30.1343,3.5763,60.5072,8.97011,90.0412,16.3681,
-0.435001,-0.037991,0,0,30.1279,3.63784,60.4806,9.14471,90.0004,16.6004,
-0.435001,-0.0389908,0,0,30.1233,3.67582,60.4626,9.25805,89.9729,16.7523,
-0.434001,-0.0399906,0,0,30.1179,3.72938,60.4371,9.42469,89.9331,16.9766,
-0.434001,-0.0409903,0,0,30.1133,3.76323,60.4191,9.53381,89.9056,17.1242,
-0.434001,-0.0419901,0,0,30.1097,3.79522,60.4021,9.64115,89.8791,17.27,
