time_step,RV_id,RV_s,RV_d,RV_speed,HV_s,HV_d,HV_speed,ref_vel,RV_in_HV_lane,RV_in_L0_zone,RV_in_L1_zone,RV_in_L2_zone,lane,state
1286,10,1288.46,6.26407,18.6227,1457.19,9.84577,32.2609,49.056,0,1,1,0,2,2
1286,11,1290.8,2.214,18.9929,1457.19,9.84577,32.2609,49.056,0,1,1,0,2,2
1287,0,1572.2,1.92942,17.1026,1457.67,9.84109,32.3358,49.056,0,0,0,0,2,2
1287,1,1273.29,10.4237,14.9252,1457.67,9.84109,32.3358,49.056,0,0,0,0,2,2
1287,2,1543.33,6.26415,21.7076,1457.67,9.84109,32.3358,49.056,0,0,0,0,2,2
1287,3,1584.58,5.85757,16.6691,1457.67,9.84109,32.3358,49.056,0,0,0,0,2,2
1287,4,1603.39,1.8561,16.8388,1457.67,9.84109,32.3358,49.056,0,0,0,0,2,2
1287,5,1321.86,2.12674,18.9101,1457.67,9.84109,32.3358,49.056,0,0,0,0,2,2
1287,6,1462.04,6.02839,21.5926,1457.67,9.84109,32.3358,49.056,0,0,1,0,2,2
1287,7,1346.93,6.18977,19.7419,1457.67,9.84109,32.3358,49.056,0,0,1,0,2,2
1287,8,1424.09,2.03275,21.7434,1457.67,9.84109,32.3358,49.056,0,1,1,0,2,2
1287,9,1352.13,2.01896,16.2375,1457.67,9.84109,32.3358,49.056,0,1,1,0,2,2
1287,10,1289.2,6.1854,18.6227,1457.67,9.84109,32.3358,49.056,0,1,1,0,2,2
1287,11,1291.18,2.29992,18.9958,1457.67,9.84109,32.3358,49.056,0,1,1,0,2,2
1288,0,1573.08,1.93688,17.1032,1458.41,9.83554,32.2101,49.056,0,0,0,0,2,2
1288,1,1274.19,10.4211,14.9254,1458.41,9.83554,32.2101,49.056,0,0,0,0,2,2
1288,2,1544.63,6.21691,21.7074,1458.41,9.83554,32.2101,49.056,0,0,0,0,2,2
1288,3,1585.56,5.84848,16.6472,1458.41,9.83554,32.2101,49.056,0,0,0,0,2,2
1288,4,1604.4,1.86442,16.8395,1458.41,9.83554,32.2101,49.056,0,0,0,0,2,2
1288,5,1322.79,2.15448,18.9105,1458.41,9.83554,32.2101,49.056,0,0,0,0,2,2
1288,6,1463.15,6.0191,21.5926,1458.41,9.83554,32.2101,49.056,0,0,1,0,2,2
1288,7,1348.12,6.17224,19.7463,1458.41,9.83554,32.2101,49.056,0,0,1,0,2,2
1288,8,1425.39,2.10606,21.7432,1458.41,9.83554,32.2101,49.056,0,1,1,0,2,2
1288,9,1352.93,2.06108,16.237,1458.41,9.83554,32.2101,49.056,0,1,1,0,2,2
1288,10,1290.32,6.09681,18.6228,1458.41,9.83554,32.2101,49.056,0,1,1,0,2,2
1288,11,1292.32,2.38571,18.9986,1458.41,9.83554,32.2101,49.056,0,1,1,0,2,2
1289,0,1574.28,1.94544,17.1037,1459.13,9.83225,31.9702,49.056,0,0,0,0,2,2
1289,1,1275.08,10.4178,14.9255,1459.13,9.83225,31.9702,49.056,0,0,0,0,2,2
1289,2,1545.93,6.18509,21.7073,1459.13,9.83225,31.9702,49.056,0,0,0,0,2,2
1289,3,1586.54,5.84343,16.6331,1459.13,9.83225,31.9702,49.056,0,0,0,0,2,2
1289,4,1605.41,1.87014,16.8399,1459.13,9.83225,31.9702,49.056,0,0,0,0,2,2
1289,5,1323.93,2.17322,18.9108,1459.13,9.83225,31.9702,49.056,0,0,0,0,2,2
1289,6,1464.66,6.0107,21.5926,1459.13,9.83225,31.9702,49.056,0,0,1,0,2,2
1289,7,1349.31,6.15988,19.7491,1459.13,9.83225,31.9702,49.056,0,0,1,0,2,2
1289,8,1426.69,2.15163,21.7431,1459.13,9.83225,31.9702,49.056,0,1,1,0,2,2
1289,9,1353.91,2.09077,16.2367,1459.13,9.83225,31.9702,49.056,0,1,1,0,2,2
1289,10,1290.38,6.13519,18.623,1459.13,9.83225,31.9702,49.056,0,1,1,0,2,2
1289,11,1293.46,2.43748,19.0004,1459.13,9.83225,31.9702,49.056,0,1,1,0,2,2
1290,0,1574.78,1.95522,17.1044,1459.61,9.82981,31.5445,49.056,0,0,0,0,2,2
1290,1,1275.68,10.4108,14.9257,1459.61,9.82981,31.5445,49.056,0,0,0,0,2,2
1290,2,1546.8,6.13664,21.7071,1459.61,9.82981,31.5445,49.056,0,0,0,0,2,2
1290,3,1587.19,5.83692,16.6124,1459.61,9.82981,31.5445,49.056,0,0,0,0,2,2
1290,4,1606.08,1.87896,16.8407,1459.61,9.82981,31.5445,49.056,0,0,0,0,2,2
1290,5,1324.69,2.19828,18.9112,1459.61,9.82981,31.5445,49.056,0,0,0,0,2,2
1290,6,1465.3,6.00299,21.5926,1459.61,9.82981,31.5445,49.056,0,0,1,0,2,2
1290,7,1350.1,6.13896,19.7529,1459.61,9.82981,31.5445,49.056,0,0,1,0,2,2
1290,8,1427.56,2.21477,21.7431,1459.61,9.82981,31.5445,49.056,0,1,1,0,2,2
1290,9,1354.56,2.13225,16.2362,1459.61,9.82981,31.5445,49.056,0,1,1,0,2,2
1290,10,1291.12,6.22296,18.6232,1459.61,9.82981,31.5445,49.056,0,1,1,0,2,2
1290,11,1294.22,2.5071,19.0032,1459.61,9.82981,31.5445,49.056,0,1,1,0,2,2
1291,0,1576.04,1.96747,17.1048,1460.32,9.82952,31.1118,49.056,0,0,0,0,2,2
1291,1,1276.58,10.4047,14.9258,1460.32,9.82952,31.1118,49.056,0,0,0,0,2,2
1291,2,1548.1,6.10434,21.7069,1460.32,9.82952,31.1118,49.056,0,0,0,0,2,2
1291,3,1588.17,5.83337,16.599,1460.32,9.82952,31.1118,49.056,0,0,0,0,2,2
1291,4,1607.09,1.88515,16.8412,1460.32,9.82952,31.1118,49.056,0,0,0,0,2,2
1291,5,1325.82,2.21315,18.9115,1460.32,9.82952,31.1118,49.056,0,0,0,0,2,2
1291,6,1466.89,5.99495,21.5926,1460.32,9.82952,31.1118,49.056,0,0,1,0,2,2
1291,7,1351.29,6.12294,19.7554,1460.32,9.82952,31.1118,49.056,0,0,1,0,2,2
1291,8,1428.86,2.25331,21.7431,1460.32,9.82952,31.1118,49.056,0,1,1,0,2,2
1291,9,1355.53,2.15773,16.2359,1460.32,9.82952,31.1118,49.056,0,1,1,0,2,2
1291,10,1292.24,6.27624,18.6235,1460.32,9.82952,31.1118,49.056,0,1,1,0,2,2
1291,11,1295.36,2.54814,19.005,1460.32,9.82952,31.1118,49.056,0,1,1,0,2,2
1292,0,1576.72,1.94874,17.1054,1460.79,9.82671,31.0737,49.056,0,0,0,0,2,2
1292,1,1277.17,10.3936,14.9259,1460.79,9.82671,31.0737,49.056,0,0,0,0,2,2
1292,2,1548.85,6.07974,21.7067,1460.79,9.82671,31.0737,49.056,0,0,0,0,2,2
1292,3,1588.82,5.8292,16.5794,1460.79,9.82671,31.0737,49.056,0,0,0,0,2,2
1292,4,1607.77,1.89445,16.8419,1460.79,9.82671,31.0737,49.056,0,0,0,0,2,2
1292,5,1326.58,2.23237,18.9119,1460.79,9.82671,31.0737,49.056,0,0,0,0,2,2
1292,6,1467.64,5.98756,21.5926,1460.79,9.82671,31.0737,49.056,0,0,1,0,2,2
1292,7,1352.08,6.09564,19.7591,1460.79,9.82671,31.0737,49.056,0,0,1,0,2,2
1292,8,1429.73,2.30534,21.7432,1460.79,9.82671,31.0737,49.056,0,1,1,0,2,2
1292,9,1356.18,2.19287,16.2354,1460.79,9.82671,31.0737,49.056,0,1,1,0,2,2
1292,10,1292.98,6.3483,18.6238,1460.79,9.82671,31.0737,49.056,0,1,1,0,2,2
1292,11,1296.12,2.60228,19.0077,1460.79,9.82671,31.0737,49.056,0,1,1,0,2,2
1293,0,1577.61,1.92882,17.1061,1461.44,9.82753,30.4007,49.056,0,0,0,0,2,2
1293,1,1278.07,10.3802,14.9261,1461.44,9.82753,30.4007,49.056,0,0,0,0,2,2
1293,2,1550.15,6.05745,21.7065,1461.44,9.82753,30.4007,49.056,0,0,0,0,2,2
1293,3,1589.79,5.82619,16.5604,1461.44,9.82753,30.4007,49.056,0,0,0,0,2,2
1293,4,1608.78,1.90447,16.8426,1461.44,9.82753,30.4007,49.056,0,0,0,0,2,2
1293,5,1327.71,2.24832,18.9124,1461.44,9.82753,30.4007,49.056,0,0,0,0,2,2
1293,6,1468.77,5.98125,21.5925,1461.44,9.82753,30.4007,49.056,0,0,1,0,2,2
1293,7,1353.27,6.0642,19.7627,1461.44,9.82753,30.4007,49.056,0,0,1,0,2,2
1293,8,1431.04,2.35042,21.7434,1461.44,9.82753,30.4007,49.056,0,1,1,0,2,2
1293,9,1357.15,2.22451,16.235,1461.44,9.82753,30.4007,49.056,0,1,1,0,2,2
1293,10,1294.1,6.4114,18.6242,1461.44,9.82753,30.4007,49.056,0,1,1,0,2,2
1293,11,1297.26,2.6474,19.0104,1461.44,9.82753,30.4007,49.056,0,1,1,0,2,2
1294,0,1578.82,1.9112,17.1065,1462.04,9.82921,30.0731,49.056,0,0,0,0,2,2
1294,1,1278.96,10.3699,14.9262,1462.04,9.82921,30.0731,49.056,0,0,0,0,2,2
1294,2,1551.45,6.04299,21.7064,1462.04,9.82921,30.0731,49.056,0,0,0,0,2,2
1294,3,1590.77,5.82498,16.5482,1462.04,9.82921,30.0731,49.056,0,0,0,0,2,2
1294,4,1609.79,1.91115,16.8431,1462.04,9.82921,30.0731,49.056,0,0,0,0,2,2
1294,5,1328.85,2.25718,18.9126,1462.04,9.82921,30.0731,49.056,0,0,0,0,2,2
1294,6,1470.3,5.97591,21.5925,1462.04,9.82921,30.0731,49.056,0,0,1,0,2,2
1294,7,1354.46,6.04054,19.765,1462.04,9.82921,30.0731,49.056,0,0,1,0,2,2
1294,8,1432.34,2.37662,21.7436,1462.04,9.82921,30.0731,49.056,0,1,1,0,2,2
1294,9,1358.12,2.24338,16.2346,1462.04,9.82921,30.0731,49.056,0,1,1,0,2,2
1294,10,1295.21,6.44855,18.6245,1462.04,9.82921,30.0731,49.056,0,1,1,0,2,2
1294,11,1298.4,2.67269,19.0121,1462.04,9.82921,30.0731,49.056,0,1,1,0,2,2
1295,0,1579.35,1.89491,17.107,1462.51,9.83461,29.6412,49.056,0,0,0,0,2,2
1295,1,1279.56,10.3501,14.9249,1462.51,9.83461,29.6412,49.056,0,0,0,0,2,2
1295,2,1552.32,6.02221,21.7062,1462.51,9.83461,29.6412,49.056,0,0,0,0,2,2
1295,3,1591.42,5.8238,16.5303,1462.51,9.83461,29.6412,49.056,0,0,0,0,2,2
1295,4,1610.47,1.92165,16.8439,1462.51,9.83461,29.6412,49.056,0,0,0,0,2,2
1295,5,1329.6,2.26789,18.9131,1462.51,9.83461,29.6412,49.056,0,0,0,0,2,2
1295,6,1470.97,5.97076,21.5924,1462.51,9.83461,29.6412,49.056,0,0,1,0,2,2
1295,7,1355.25,6.00096,19.7685,1462.51,9.83461,29.6412,49.056,0,0,1,0,2,2
1295,8,1433.21,2.41013,21.7439,1462.51,9.83461,29.6412,49.056,0,1,1,0,2,2
1295,9,1358.77,2.26877,16.2341,1462.51,9.83461,29.6412,49.056,0,1,1,0,2,2
1295,10,1295.96,6.49718,18.6249,1462.51,9.83461,29.6412,49.056,0,1,1,0,2,2
1295,11,1299.17,2.70378,19.0146,1462.51,9.83461,29.6412,49.056,0,1,1,0,2,2
1296,0,1580.59,1.87976,17.1074,1463.2,9.83777,29.4137,49.056,0,0,0,0,2,2
1296,1,1280.45,10.3335,14.9243,1463.2,9.83777,29.4137,49.056,0,0,0,0,2,2
1296,2,1553.62,6.009,21.706,1463.2,9.83777,29.4137,49.056,0,0,0,0,2,2
1296,3,1592.4,5.82352,16.5186,1463.2,9.83777,29.4137,49.056,0,0,0,0,2,2
1296,4,1611.48,1.92882,16.8444,1463.2,9.83777,29.4137,49.056,0,0,0,0,2,2
1296,5,1330.74,2.27348,18.9133,1463.2,9.83777,29.4137,49.056,0,0,0,0,2,2
1296,6,1472.54,5.96654,21.5924,1463.2,9.83777,29.4137,49.056,0,0,1,0,2,2
1296,7,1355.94,6.00199,19.7707,1463.2,9.83777,29.4137,49.056,0,0,1,0,2,2
1296,8,1434.52,2.4286,21.7441,1463.2,9.83777,29.4137,49.056,0,1,1,0,2,2
1296,9,1359.75,2.28391,16.2338,1463.2,9.83777,29.4137,49.056,0,1,1,0,2,2
1296,10,1297.07,6.5252,18.6253,1463.2,9.83777,29.4137,49.056,0,1,1,0,2,2
1296,11,1300.31,2.72011,19.0163,1463.2,9.83777,29.4137,49.056,0,1,1,0,2,2
1297,0,1581.12,1.86648,17.1079,1463.65,9.8455,28.9821,49.056,0,0,0,0,2,2
1297,1,1281.05,10.303,14.9237,1463.65,9.8455,28.9821,49.056,0,0,0,0,2,2
1297,2,1554.49,5.99016,21.7058,1463.65,9.8455,28.9821,49.056,0,0,0,0,2,2
1297,3,1593.04,5.82385,16.5017,1463.65,9.8455,28.9821,49.056,0,0,0,0,2,2
1297,4,1612.15,1.9398,16.8451,1463.65,9.8455,28.9821,49.056,0,0,0,0,2,2
1297,5,1331.5,2.27954,18.9138,1463.65,9.8455,28.9821,49.056,0,0,0,0,2,2
1297,6,1473.2,5.96308,21.5923,1463.65,9.8455,28.9821,49.056,0,0,1,0,2,2
1297,7,1356.73,6.05391,19.774,1463.65,9.8455,28.9821,49.056,0,0,1,0,2,2
1297,8,1435.39,2.45053,21.7445,1463.65,9.8455,28.9821,49.056,0,1,1,0,2,2
1297,9,1360.4,2.30373,16.2332,1463.65,9.8455,28.9821,49.056,0,1,1,0,2,2
1297,10,1297.82,6.56064,18.6257,1463.65,9.8455,28.9821,49.056,0,1,1,0,2,2
1297,11,1301.07,2.73834,19.0187,1463.65,9.8455,28.9821,49.056,0,1,1,0,2,2
1298,0,1582.34,1.85428,17.1083,1464.34,9.85165,28.768,49.056,0,0,0,0,2,2
1298,1,1281.94,10.2789,14.9235,1464.34,9.85165,28.768,49.056,0,0,0,0,2,2
1298,2,1555.79,5.97843,21.7056,1464.34,9.85165,28.768,49.056,0,0,0,0,2,2
1298,3,1594.02,5.8245,16.4907,1464.34,9.85165,28.768,49.056,0,0,0,0,2,2
1298,4,1613.16,1.94744,16.8456,1464.34,9.85165,28.768,49.056,0,0,0,0,2,2
1298,5,1332.63,2.28219,18.9141,1464.34,9.85165,28.768,49.056,0,0,0,0,2,2
1298,6,1474.74,5.95998,21.5922,1464.34,9.85165,28.768,49.056,0,0,1,0,2,2
1298,7,1357.92,6.08559,19.7762,1464.34,9.85165,28.768,49.056,0,0,1,0,2,2
1298,8,1436.69,2.46129,21.7448,1464.34,9.85165,28.768,49.056,0,1,1,0,2,2
1298,9,1361.37,2.3152,16.2329,1464.34,9.85165,28.768,49.056,0,1,1,0,2,2
1298,10,1298.94,6.58021,18.626,1464.34,9.85165,28.768,49.056,0,1,1,0,2,2
1298,11,1302.22,2.74638,19.0203,1464.34,9.85165,28.768,49.056,0,1,1,0,2,2
1299,0,1582.84,1.84432,17.1088,1464.78,9.85929,28.7284,49.056,0,0,0,0,2,2
1299,1,1282.54,10.237,14.9234,1464.78,9.85929,28.7284,49.056,0,0,0,0,2,2
1299,2,1556.66,5.96207,21.7054,1464.78,9.85929,28.7284,49.056,0,0,0,0,2,2
1299,3,1594.67,5.82635,16.4747,1464.78,9.85929,28.7284,49.056,0,0,0,0,2,2
1299,4,1613.84,1.9589,16.8464,1464.78,9.85929,28.7284,49.056,0,0,0,0,2,2
1299,5,1333.39,2.2841,18.9145,1464.78,9.85929,28.7284,49.056,0,0,0,0,2,2
1299,6,1475.37,5.95821,21.5921,1464.78,9.85929,28.7284,49.056,0,0,1,0,2,2
1299,7,1358.71,6.12868,19.7793,1464.78,9.85929,28.7284,49.056,0,0,1,0,2,2
1299,8,1437.56,2.47211,21.7453,1464.78,9.85929,28.7284,49.056,0,1,1,0,2,2
1299,9,1362.02,2.3298,16.2323,1464.78,9.85929,28.7284,49.056,0,1,1,0,2,2
1299,10,1299.68,6.60357,18.6265,1464.78,9.85929,28.7284,49.056,0,1,1,0,2,2
1299,11,1302.98,2.75287,19.0226,1464.78,9.85929,28.7284,49.056,0,1,1,0,2,2
1300,0,1584.01,1.83554,17.1091,1465.44,9.86594,28.2972,49.056,0,0,0,0,2,2
1300,1,1283.43,10.205,14.9234,1465.44,9.86594,28.2972,49.056,0,0,0,0,2,2
1300,2,1557.96,5.95206,21.7052,1465.44,9.86594,28.2972,49.056,0,0,0,0,2,2
1300,3,1595.64,5.82817,16.4643,1465.44,9.86594,28.2972,49.056,0,0,0,0,2,2
1300,4,1614.85,1.96703,16.8469,1465.44,9.86594,28.2972,49.056,0,0,0,0,2,2
1300,5,1334.52,2.28407,18.9148,1465.44,9.86594,28.2972,49.056,0,0,0,0,2,2
1300,6,1476.84,5.95622,21.592,1465.44,9.86594,28.2972,49.056,0,0,1,0,2,2
1300,7,1359.9,6.15469,19.7813,1465.44,9.86594,28.2972,49.056,0,0,1,0,2,2
1300,8,1438.87,2.47565,21.7456,1465.44,9.86594,28.2972,49.056,0,1,1,0,2,2
1300,9,1362.99,2.33787,16.2319,1465.44,9.86594,28.2972,49.056,0,1,1,0,2,2
1300,10,1300.8,6.61538,18.6269,1465.44,9.86594,28.2972,49.056,0,1,1,0,2,2
1300,11,1304.12,2.75356,19.0241,1465.44,9.86594,28.2972,49.056,0,1,1,0,2,2
1301,0,1584.5,1.8279,17.1095,1465.88,9.87736,27.9921,49.056,0,0,0,0,2,2
1301,1,1284.03,10.1512,14.9235,1465.88,9.87736,27.9921,49.056,0,0,0,0,2,2
1301,2,1558.83,5.93839,21.7049,1465.88,9.87736,27.9921,49.056,0,0,0,0,2,2
1301,3,1596.29,5.83105,16.4491,1465.88,9.87736,27.9921,49.056,0,0,0,0,2,2
1301,4,1615.52,1.97921,16.8477,1465.88,9.87736,27.9921,49.056,0,0,0,0,2,2
1301,5,1335.28,2.28228,18.9153,1465.88,9.87736,27.9921,49.056,0,0,0,0,2,2
1301,6,1477.46,5.95486,21.5918,1465.88,9.87736,27.9921,49.056,0,0,1,0,2,2
1301,7,1360.69,6.18963,19.7842,1465.88,9.87736,27.9921,49.056,0,0,1,0,2,2
1301,8,1439.74,2.47546,21.7462,1465.88,9.87736,27.9921,49.056,0,1,1,0,2,2
1301,9,1363.64,2.34726,16.2314,1465.88,9.87736,27.9921,49.056,0,1,1,0,2,2
1301,10,1301.54,6.62777,18.6274,1465.88,9.87736,27.9921,49.056,0,1,1,0,2,2
1301,11,1304.88,2.74941,19.0263,1465.88,9.87736,27.9921,49.056,0,1,1,0,2,2
1302,0,1585.72,1.82099,17.1098,1466.54,9.88287,28.1609,49.056,0,0,0,0,2,2
1302,1,1284.92,10.1114,14.9236,1466.54,9.88287,28.1609,49.056,0,0,0,0,2,2
1302,2,1560.13,5.93036,21.7048,1466.54,9.88287,28.1609,49.056,0,0,0,0,2,2
1302,3,1597.27,5.83356,16.4392,1466.54,9.88287,28.1609,49.056,0,0,0,0,2,2
1302,4,1616.57,1.98563,16.8482,1466.54,9.88287,28.1609,49.056,0,0,0,0,2,2
1302,5,1336.42,2.2799,18.9156,1466.54,9.88287,28.1609,49.056,0,0,0,0,2,2
1302,6,1479.01,5.95314,21.5917,1466.54,9.88287,28.1609,49.056,0,0,1,0,2,2
1302,7,1361.88,6.21026,19.7861,1466.54,9.88287,28.1609,49.056,0,0,1,0,2,2
1302,8,1441.04,2.47186,21.7466,1466.54,9.88287,28.1609,49.056,0,1,1,0,2,2
1302,9,1364.61,2.35216,16.231,1466.54,9.88287,28.1609,49.056,0,1,1,0,2,2
1302,10,1302.66,6.63268,18.6277,1466.54,9.88287,28.1609,49.056,0,1,1,0,2,2
1302,11,1306.03,2.7434,19.0277,1466.54,9.88287,28.1609,49.056,0,1,1,0,2,2
1303,0,1586.28,1.81499,17.1102,1466.97,9.89276,27.9519,49.056,0,0,0,0,2,2
1303,1,1285.52,10.0461,14.9238,1466.97,9.89276,27.9519,49.056,0,0,0,0,2,2
1303,2,1561,5.91966,21.7045,1466.97,9.89276,27.9519,49.056,0,0,0,0,2,2
1303,3,1597.91,5.8377,16.4249,1466.97,9.89276,27.9519,49.056,0,0,0,0,2,2
1303,4,1617.24,1.98188,16.849,1466.97,9.89276,27.9519,49.056,0,0,0,0,2,2
1303,5,1337.17,2.27483,18.916,1466.97,9.89276,27.9519,49.056,0,0,0,0,2,2
1303,6,1479.71,5.9508,21.5915,1466.97,9.89276,27.9519,49.056,0,0,1,0,2,2
1303,7,1362.68,6.23718,19.7888,1466.97,9.89276,27.9519,49.056,0,0,1,0,2,2
1303,8,1441.91,2.46121,21.7472,1466.97,9.89276,27.9519,49.056,0,1,1,0,2,2
1303,9,1365.26,2.3571,16.2304,1466.97,9.89276,27.9519,49.056,0,1,1,0,2,2
1303,10,1303.41,6.63531,18.6282,1466.97,9.89276,27.9519,49.056,0,1,1,0,2,2
1303,11,1306.79,2.72964,19.0298,1466.97,9.89276,27.9519,49.056,0,1,1,0,2,2
1304,0,1587.5,1.81007,17.1104,1467.62,9.89963,27.7431,49.056,0,0,0,0,2,2
1304,1,1286.41,9.99869,14.9239,1467.62,9.89963,27.7431,49.056,0,0,0,0,2,2
1304,2,1562.3,5.91359,21.7043,1467.62,9.89963,27.7431,49.056,0,0,0,0,2,2
1304,3,1598.88,5.84085,16.4156,1467.62,9.89963,27.7431,49.056,0,0,0,0,2,2
1304,4,1618.25,1.97961,16.8495,1467.62,9.89963,27.7431,49.056,0,0,0,0,2,2
1304,5,1338.31,2.27043,18.9164,1467.62,9.89963,27.7431,49.056,0,0,0,0,2,2
1304,6,1481.25,5.94869,21.5914,1467.62,9.89963,27.7431,49.056,0,0,1,0,2,2
1304,7,1363.87,6.2525,19.7906,1467.62,9.89963,27.7431,49.056,0,0,1,0,2,2
1304,8,1443.22,2.4507,21.7476,1467.62,9.89963,27.7431,49.056,0,1,1,0,2,2
1304,9,1366.23,2.35892,16.2299,1467.62,9.89963,27.7431,49.056,0,1,1,0,2,2
1304,10,1304.53,6.63409,18.6286,1467.62,9.89963,27.7431,49.056,0,1,1,0,2,2
1304,11,1307.93,2.7176,19.0312,1467.62,9.89963,27.7431,49.056,0,1,1,0,2,2
1305,0,1588,1.80672,17.1107,1468.05,9.90979,27.3847,49.056,0,0,0,0,2,2
1305,1,1287.01,9.92215,14.9242,1468.05,9.90979,27.3847,49.056,0,0,0,0,2,2
1305,2,1563.17,5.9056,21.704,1468.05,9.90979,27.3847,49.056,0,0,0,0,2,2
1305,3,1599.53,5.84574,16.402,1468.05,9.90979,27.3847,49.056,0,0,0,0,2,2
1305,4,1618.93,1.97658,16.8502,1468.05,9.90979,27.3847,49.056,0,0,0,0,2,2
1305,5,1339.07,2.26257,18.9168,1468.05,9.90979,27.3847,49.056,0,0,0,0,2,2
1305,6,1481.79,5.94811,21.5912,1468.05,9.90979,27.3847,49.056,0,0,1,0,2,2
1305,7,1364.66,6.27194,19.7931,1468.05,9.90979,27.3847,49.056,0,0,1,0,2,2
1305,8,1444.09,2.42982,21.7483,1468.05,9.90979,27.3847,49.056,0,1,1,0,2,2
1305,9,1366.88,2.35969,16.2293,1468.05,9.90979,27.3847,49.056,0,1,1,0,2,2
1305,10,1305.27,6.62801,18.6291,1468.05,9.90979,27.3847,49.056,0,1,1,0,2,2
1305,11,1308.7,2.6953,19.0332,1468.05,9.90979,27.3847,49.056,0,1,1,0,2,2
1306,0,1589.21,1.80395,17.1109,1468.69,9.91712,27.2673,49.056,0,0,0,0,2,2
1306,1,1287.34,9.91642,14.9244,1468.69,9.91712,27.2673,49.056,0,0,0,0,2,2
1306,2,1564.47,5.9015,21.7038,1468.69,9.91712,27.2673,49.056,0,0,0,0,2,2
1306,3,1600.5,5.84955,16.3932,1468.69,9.91712,27.2673,49.056,0,0,0,0,2,2
1306,4,1619.94,1.97456,16.8507,1468.69,9.91712,27.2673,49.056,0,0,0,0,2,2
1306,5,1340.2,2.25648,18.9172,1468.69,9.91712,27.2673,49.056,0,0,0,0,2,2
1306,6,1483.31,5.96101,21.591,1468.69,9.91712,27.2673,49.056,0,0,1,0,2,2
1306,7,1365.85,6.28242,19.7948,1468.69,9.91712,27.2673,49.056,0,0,1,0,2,2
1306,8,1445.39,2.41243,21.7487,1468.69,9.91712,27.2673,49.056,0,1,1,0,2,2
1306,9,1367.86,2.35887,16.2289,1468.69,9.91712,27.2673,49.056,0,1,1,0,2,2
1306,10,1306.39,6.62136,18.6295,1468.69,9.91712,27.2673,49.056,0,1,1,0,2,2
1306,11,1309.84,2.67773,19.0345,1468.69,9.91712,27.2673,49.056,0,1,1,0,2,2
1307,0,1589.68,1.80248,17.1112,1469.13,9.92847,27.0264,49.056,0,0,0,0,2,2
1307,1,1286.78,9.98378,14.9246,1469.13,9.92847,27.0264,49.056,0,0,0,0,2,2
1307,2,1565.34,5.89646,21.7035,1469.13,9.92847,27.0264,49.056,0,0,0,0,2,2
1307,3,1601.15,5.85541,16.3803,1469.13,9.92847,27.0264,49.056,0,0,0,0,2,2
1307,4,1620.61,1.97232,16.8515,1469.13,9.92847,27.0264,49.056,0,0,0,0,2,2
1307,5,1340.96,2.24595,18.9177,1469.13,9.92847,27.0264,49.056,0,0,0,0,2,2
1307,6,1483.91,5.97222,21.5908,1469.13,9.92847,27.0264,49.056,0,0,1,0,2,2
1307,7,1366.64,6.29489,19.7972,1469.13,9.92847,27.0264,49.056,0,0,1,0,2,2
1307,8,1446.26,2.38139,21.7494,1469.13,9.92847,27.0264,49.056,0,1,1,0,2,2
1307,9,1368.51,2.35574,16.2282,1469.13,9.92847,27.0264,49.056,0,1,1,0,2,2
1307,10,1307.14,6.60762,18.63,1469.13,9.92847,27.0264,49.056,0,1,1,0,2,2
1307,11,1310.6,2.64754,19.0364,1469.13,9.92847,27.0264,49.056,0,1,1,0,2,2
1308,0,1590.89,1.80152,17.1114,1469.79,9.93768,26.9674,49.056,0,0,0,0,2,2
1308,1,1287.68,10.0253,14.9248,1469.79,9.93768,26.9674,49.056,0,0,0,0,2,2
1308,2,1566.64,5.89409,21.7033,1469.79,9.93768,26.9674,49.056,0,0,0,0,2,2
1308,3,1602.12,5.85938,16.372,1469.79,9.93768,26.9674,49.056,0,0,0,0,2,2
1308,4,1621.62,1.97082,16.852,1469.79,9.93768,26.9674,49.056,0,0,0,0,2,2
1308,5,1342.09,2.23828,18.918,1469.79,9.93768,26.9674,49.056,0,0,0,0,2,2
1308,6,1485.44,5.98413,21.5906,1469.79,9.93768,26.9674,49.056,0,0,1,0,2,2
1308,7,1367.83,6.3011,19.7987,1469.79,9.93768,26.9674,49.056,0,0,1,0,2,2
1308,8,1447.57,2.35689,21.7498,1469.79,9.93768,26.9674,49.056,0,1,1,0,2,2
1308,9,1369.48,2.35239,16.2278,1469.79,9.93768,26.9674,49.056,0,1,1,0,2,2
1308,10,1308.25,6.59606,18.6304,1469.79,9.93768,26.9674,49.056,0,1,1,0,2,2
1308,11,1311.75,2.62503,19.0377,1469.79,9.93768,26.9674,49.056,0,1,1,0,2,2
1309,0,1591.4,1.80124,17.1116,1470.23,9.9517,26.4837,49.056,0,0,0,0,2,2
1309,1,1288.27,10.0829,14.9251,1470.23,9.9517,26.4837,49.056,0,0,0,0,2,2
1309,2,1567.51,5.89202,21.7029,1470.23,9.9517,26.4837,49.056,0,0,0,0,2,2
1309,3,1602.76,5.86617,16.3599,1470.23,9.9517,26.4837,49.056,0,0,0,0,2,2
1309,4,1622.3,1.96906,16.8528,1470.23,9.9517,26.4837,49.056,0,0,0,0,2,2
1309,5,1342.85,2.22578,18.9186,1470.23,9.9517,26.4837,49.056,0,0,0,0,2,2
1309,6,1486.08,5.9947,21.5903,1470.23,9.9517,26.4837,49.056,0,0,1,0,2,2
