time_step,RV_id,RV_s,RV_d,RV_speed,HV_s,HV_d,HV_speed,ref_vel,RV_in_HV_lane,RV_in_L0_zone,RV_in_L1_zone,RV_in_L2_zone,lane,state
522,2,681.465,6.03335,21.6437,648.76,6.1483,48.9109,49.056,0,0,0,1,1,1
522,3,661.13,9.91895,13.9111,648.76,6.1483,48.9109,49.056,0,0,0,1,1,1
522,4,553.301,9.93101,18.9876,648.76,6.1483,48.9109,49.056,0,0,0,1,1,1
522,5,613.062,2.10044,19.0462,648.76,6.1483,48.9109,49.056,0,1,0,1,1,1
522,6,601.533,6.21793,21.6494,648.76,6.1483,48.9109,49.056,0,1,0,1,1,1
522,7,661.941,1.8514,19.8584,648.76,6.1483,48.9109,49.056,0,1,0,1,1,1
522,8,628.353,9.99219,15.3004,648.76,6.1483,48.9109,49.056,0,1,0,1,1,1
522,9,702.939,2.04194,16.2072,648.76,6.1483,48.9109,49.056,0,1,0,1,1,1
522,10,595.576,10.0802,18.6338,648.76,6.1483,48.9109,49.056,0,1,0,1,1,1
522,11,575.346,1.68375,19.0926,648.76,6.1483,48.9109,49.056,0,1,0,1,1,1
523,0,514.616,5.94477,19.6095,650.073,6.14012,49.0194,49.056,0,0,0,0,1,1
523,1,681.854,9.9996,14.935,650.073,6.14012,49.0194,49.056,0,0,0,1,1,1
523,2,682.763,6.04203,21.6433,650.073,6.14012,49.0194,49.056,0,0,0,1,1,1
523,3,662.007,9.92145,13.9539,650.073,6.14012,49.0194,49.056,0,0,0,1,1,1
523,4,554.439,9.90728,18.9872,650.073,6.14012,49.0194,49.056,0,0,0,1,1,1
523,5,614.204,2.08284,19.0461,650.073,6.14012,49.0194,49.056,0,1,0,1,1,1
523,6,603.182,6.22078,21.6492,650.073,6.14012,49.0194,49.056,0,1,0,1,1,1
523,7,663.134,1.85731,19.8594,650.073,6.14012,49.0194,49.056,0,1,0,1,1,1
523,8,629.27,9.99173,15.3,650.073,6.14012,49.0194,49.056,0,1,0,1,1,1
523,9,703.911,2.03871,16.2066,650.073,6.14012,49.0194,49.056,0,1,0,1,1,1
523,10,596.694,10.0839,18.6338,650.073,6.14012,49.0194,49.056,0,1,0,1,1,1
523,11,576.492,1.70105,19.0929,650.073,6.14012,49.0194,49.056,0,1,0,1,1,1
524,0,515.313,5.95397,19.6111,650.949,6.1281,49.0058,49.056,0,0,0,0,1,1
524,1,682.451,10.0016,14.9353,650.949,6.1281,49.0058,49.056,0,0,0,1,1,1
524,2,683.628,6.0539,21.6429,650.949,6.1281,49.0058,49.056,0,0,0,1,1,1
524,3,662.626,9.92509,14.0162,650.949,6.1281,49.0058,49.056,0,0,0,1,1,1
524,4,555.198,9.87518,18.9865,650.949,6.1281,49.0058,49.056,0,0,0,1,1,1
524,5,614.966,2.05723,19.046,650.949,6.1281,49.0058,49.056,0,1,0,1,1,1
524,6,603.863,6.22081,21.649,650.949,6.1281,49.0058,49.056,0,1,0,1,1,1
524,7,663.93,1.86695,19.861,650.949,6.1281,49.0058,49.056,0,1,0,1,1,1
524,8,629.882,9.99117,15.2994,650.949,6.1281,49.0058,49.056,0,1,0,1,1,1
524,9,704.558,2.03387,16.2056,650.949,6.1281,49.0058,49.056,0,1,0,1,1,1
524,10,597.439,10.0884,18.6339,650.949,6.1281,49.0058,49.056,0,1,0,1,1,1
524,11,577.255,1.72903,19.0932,650.949,6.1281,49.0058,49.056,0,1,0,1,1,1
525,0,516.376,5.96062,19.6128,652.262,6.11595,49.0058,49.056,0,0,0,0,1,1
525,1,683.347,10.0035,14.9356,652.262,6.11595,49.0058,49.056,0,0,0,1,1,1
525,2,684.927,6.06428,21.6424,652.262,6.11595,49.0058,49.056,0,0,0,1,1,1
525,3,663.526,9.92851,14.0762,652.262,6.11595,49.0058,49.056,0,0,0,1,1,1
525,4,556.336,9.84724,18.9859,652.262,6.11595,49.0058,49.056,0,0,0,1,1,1
525,5,616.108,2.03284,19.0459,652.262,6.11595,49.0058,49.056,0,1,0,1,1,1
525,6,605.034,6.21814,21.6488,652.262,6.11595,49.0058,49.056,0,1,0,1,1,1
525,7,665.123,1.87743,19.8626,652.262,6.11595,49.0058,49.056,0,1,0,1,1,1
525,8,630.799,9.99158,15.2987,652.262,6.11595,49.0058,49.056,0,1,0,1,1,1
525,9,705.53,2.02904,16.2047,652.262,6.11595,49.0058,49.056,0,1,0,1,1,1
525,10,598.558,10.0915,18.6341,652.262,6.11595,49.0058,49.056,0,1,0,1,1,1
525,11,578.401,1.75959,19.0936,652.262,6.11595,49.0058,49.056,0,1,0,1,1,1
526,0,517.861,5.96743,19.6139,653.575,6.10802,49.0058,49.056,0,0,0,0,1,1
526,1,684.244,10.0047,14.9359,653.575,6.10802,49.0058,49.056,0,0,0,1,1,1
526,2,686.225,6.07039,21.642,653.575,6.10802,49.0058,49.056,0,0,0,1,1,1
526,3,664.409,9.93064,14.115,653.575,6.10802,49.0058,49.056,0,0,0,1,1,1
526,4,557.474,9.83075,18.9855,653.575,6.10802,49.0058,49.056,0,0,0,1,1,1
526,5,617.251,2.01721,19.0458,653.575,6.10802,49.0058,49.056,0,1,0,1,1,1
526,6,606.673,6.21262,21.6487,653.575,6.10802,49.0058,49.056,0,1,0,1,1,1
526,7,666.316,1.88479,19.8637,653.575,6.10802,49.0058,49.056,0,1,0,1,1,1
526,8,631.716,9.99248,15.2983,653.575,6.10802,49.0058,49.056,0,1,0,1,1,1
526,9,706.501,2.02593,16.204,653.575,6.10802,49.0058,49.056,0,1,0,1,1,1
526,10,599.676,10.0929,18.6342,653.575,6.10802,49.0058,49.056,0,1,0,1,1,1
526,11,579.547,1.78119,19.0939,653.575,6.10802,49.0058,49.056,0,1,0,1,1,1
527,0,518.588,5.9741,19.6155,654.451,6.09586,49.0194,49.056,0,0,0,0,1,1
527,1,684.842,10.0061,14.9362,654.451,6.09586,49.0194,49.056,0,0,0,1,1,1
527,2,687.09,6.07834,21.6415,654.451,6.09586,49.0194,49.056,0,0,0,1,1,1
527,3,665.029,9.93366,14.1715,654.451,6.09586,49.0194,49.056,0,0,0,1,1,1
527,4,558.233,9.80919,18.9849,654.451,6.09586,49.0194,49.056,0,0,0,1,1,1
527,5,618.012,1.99503,19.0457,654.451,6.09586,49.0194,49.056,0,1,0,1,1,1
527,6,607.473,6.20413,21.6485,654.451,6.09586,49.0194,49.056,0,1,0,1,1,1
527,7,667.112,1.89649,19.8653,654.451,6.09586,49.0194,49.056,0,1,0,1,1,1
527,8,632.328,9.99499,15.2977,654.451,6.09586,49.0194,49.056,0,1,0,1,1,1
527,9,707.149,2.02148,16.2031,654.451,6.09586,49.0194,49.056,0,1,0,1,1,1
527,10,600.421,10.0938,18.6345,654.451,6.09586,49.0194,49.056,0,1,0,1,1,1
527,11,580.31,1.81347,19.0941,654.451,6.09586,49.0194,49.056,0,1,0,1,1,1
528,0,519.64,5.98001,19.6172,655.764,6.08384,49.0194,49.056,0,0,0,0,1,1
528,1,685.738,10.0075,14.9366,655.764,6.08384,49.0194,49.056,0,0,0,1,1,1
528,2,688.388,6.08479,21.641,655.764,6.08384,49.0194,49.056,0,0,0,1,1,1
528,3,665.932,9.93625,14.226,655.764,6.08384,49.0194,49.056,0,0,0,1,1,1
528,4,559.371,9.79132,18.9843,655.764,6.08384,49.0194,49.056,0,0,0,1,1,1
528,5,619.155,1.97443,19.0455,655.764,6.08384,49.0194,49.056,0,1,0,1,1,1
528,6,608.632,6.19371,21.6483,655.764,6.08384,49.0194,49.056,0,1,0,1,1,1
528,7,668.306,1.90891,19.8669,655.764,6.08384,49.0194,49.056,0,1,0,1,1,1
528,8,633.245,9.99899,15.2971,655.764,6.08384,49.0194,49.056,0,1,0,1,1,1
528,9,708.123,2.01668,16.2022,655.764,6.08384,49.0194,49.056,0,1,0,1,1,1
528,10,601.54,10.0935,18.6347,655.764,6.08384,49.0194,49.056,0,1,0,1,1,1
528,11,581.456,1.84514,19.0945,655.764,6.08384,49.0194,49.056,0,1,0,1,1,1
529,0,520.767,5.98593,19.6189,657.077,6.07169,49.0058,49.056,0,0,0,0,1,1
529,1,686.635,10.0085,14.9371,657.077,6.07169,49.0058,49.056,0,0,0,1,1,1
529,2,689.686,6.08991,21.6404,657.077,6.07169,49.0058,49.056,0,0,0,1,1,1
529,3,666.837,9.93842,14.2785,657.077,6.07169,49.0058,49.056,0,0,0,1,1,1
529,4,560.51,9.77687,18.9837,657.077,6.07169,49.0058,49.056,0,0,0,1,1,1
529,5,620.297,1.95557,19.0454,657.077,6.07169,49.0058,49.056,0,1,0,1,1,1
529,6,609.873,6.18108,21.6481,657.077,6.07169,49.0058,49.056,0,1,0,1,1,1
529,7,669.499,1.92206,19.8686,657.077,6.07169,49.0058,49.056,0,1,0,1,1,1
529,8,634.162,10.0044,15.2966,657.077,6.07169,49.0058,49.056,0,1,0,1,1,1
529,9,709.094,2.01126,16.2012,657.077,6.07169,49.0058,49.056,0,1,0,1,1,1
529,10,602.658,10.0921,18.635,657.077,6.07169,49.0058,49.056,0,1,0,1,1,1
529,11,582.601,1.87544,19.0949,657.077,6.07169,49.0058,49.056,0,1,0,1,1,1
530,0,521.909,5.99156,19.6205,658.39,6.05966,49.0194,49.056,0,0,0,0,1,1
530,1,687.532,10.0095,14.9375,658.39,6.05966,49.0194,49.056,0,0,0,1,1,1
530,2,690.984,6.09354,21.6399,658.39,6.05966,49.0194,49.056,0,0,0,1,1,1
530,3,667.744,9.94055,14.3292,658.39,6.05966,49.0194,49.056,0,0,0,1,1,1
530,4,561.648,9.76563,18.9832,658.39,6.05966,49.0194,49.056,0,0,0,1,1,1
530,5,621.44,1.93853,19.0453,658.39,6.05966,49.0194,49.056,0,1,0,1,1,1
530,6,611.131,6.16673,21.6479,658.39,6.05966,49.0194,49.056,0,1,0,1,1,1
530,7,670.693,1.93546,19.8702,658.39,6.05966,49.0194,49.056,0,1,0,1,1,1
530,8,635.08,10.0114,15.2961,658.39,6.05966,49.0194,49.056,0,1,0,1,1,1
530,9,710.065,2.00609,16.2003,658.39,6.05966,49.0194,49.056,0,1,0,1,1,1
530,10,603.777,10.0896,18.6354,658.39,6.05966,49.0194,49.056,0,1,0,1,1,1
530,11,583.709,1.91642,19.0954,658.39,6.05966,49.0194,49.056,0,1,0,1,1,1
531,0,523.044,5.99666,19.6222,659.703,6.0497,48.9124,49.056,0,0,0,0,1,1
531,1,688.429,10.0104,14.938,659.703,6.0497,48.9124,49.056,0,0,0,1,1,1
531,2,692.282,6.09607,21.6393,659.703,6.0497,48.9124,49.056,0,0,0,1,1,1
531,3,668.651,9.94229,14.3781,659.703,6.0497,48.9124,49.056,0,0,0,1,1,1
531,4,562.787,9.75734,18.9827,659.703,6.0497,48.9124,49.056,0,0,0,1,1,1
531,5,622.582,1.92334,19.0451,659.703,6.0497,48.9124,49.056,0,1,0,1,1,1
531,6,612.381,6.15176,21.6477,659.703,6.0497,48.9124,49.056,0,1,0,1,1,1
531,7,671.887,1.94861,19.8718,659.703,6.0497,48.9124,49.056,0,1,0,1,1,1
531,8,635.997,10.0201,15.2956,659.703,6.0497,48.9124,49.056,0,1,0,1,1,1
531,9,711.036,2.0013,16.1994,659.703,6.0497,48.9124,49.056,0,1,0,1,1,1
531,10,604.895,10.0865,18.6358,659.703,6.0497,48.9124,49.056,0,1,0,1,1,1
531,11,584.855,1.96481,19.096,659.703,6.0497,48.9124,49.056,0,1,0,1,1,1
532,0,524.191,6.00157,19.6239,660.983,6.04058,48.9108,49.056,0,0,0,0,1,1
532,1,689.325,10.0111,14.9385,660.983,6.04058,48.9108,49.056,0,0,0,1,1,1
532,2,693.579,6.09739,21.6387,660.983,6.04058,48.9108,49.056,0,0,0,1,1,1
532,3,669.506,9.94668,14.4252,660.983,6.04058,48.9108,49.056,0,0,0,1,1,1
532,4,563.925,9.75187,18.9822,660.983,6.04058,48.9108,49.056,0,0,0,1,1,1
532,5,623.725,1.90998,19.045,660.983,6.04058,48.9108,49.056,0,1,0,1,1,1
532,6,613.645,6.13616,21.6475,660.983,6.04058,48.9108,49.056,0,1,0,1,1,1
532,7,673.08,1.96112,19.8734,660.983,6.04058,48.9108,49.056,0,1,0,1,1,1
532,8,636.914,10.0302,15.2952,660.983,6.04058,48.9108,49.056,0,1,0,1,1,1
532,9,712.007,1.9969,16.1984,660.983,6.04058,48.9108,49.056,0,1,0,1,1,1
532,10,606.013,10.0831,18.6362,660.983,6.04058,48.9108,49.056,0,1,0,1,1,1
532,11,586,2.01037,19.0966,660.983,6.04058,48.9108,49.056,0,1,0,1,1,1
533,0,525.681,6.00551,19.6251,662.296,6.03458,48.9124,49.056,0,0,0,0,1,1
533,1,690.222,10.0115,14.9389,662.296,6.03458,48.9124,49.056,0,0,0,1,1,1
533,2,694.877,6.09748,21.6383,662.296,6.03458,48.9124,49.056,0,0,0,1,1,1
533,3,670.401,9.95058,14.4556,662.296,6.03458,48.9124,49.056,0,0,0,1,1,1
533,4,565.064,9.74974,18.9818,662.296,6.03458,48.9124,49.056,0,0,0,1,1,1
533,5,624.867,1.90205,19.0449,662.296,6.03458,48.9124,49.056,0,1,0,1,1,1
533,6,615.322,6.11835,21.6473,662.296,6.03458,48.9124,49.056,0,1,0,1,1,1
533,7,674.274,1.96917,19.8746,662.296,6.03458,48.9124,49.056,0,1,0,1,1,1
533,8,638.168,10.035,15.2949,662.296,6.03458,48.9124,49.056,0,1,0,1,1,1
533,9,712.979,1.99409,16.1978,662.296,6.03458,48.9124,49.056,0,1,0,1,1,1
533,10,607.132,10.0807,18.6366,662.296,6.03458,48.9124,49.056,0,1,0,1,1,1
533,11,587.146,2.03906,19.0971,662.296,6.03458,48.9124,49.056,0,1,0,1,1,1
534,0,526.404,6.00927,19.6268,663.172,6.02559,48.9124,49.056,0,0,0,0,1,1
534,1,690.82,10.0122,14.9395,663.172,6.02559,48.9124,49.056,0,0,0,1,1,1
534,2,695.742,6.09682,21.6377,663.172,6.02559,48.9124,49.056,0,0,0,1,1,1
534,3,671.023,9.95614,14.5,663.172,6.02559,48.9124,49.056,0,0,0,1,1,1
534,4,565.822,9.74858,18.9814,663.172,6.02559,48.9124,49.056,0,0,0,1,1,1
534,5,625.629,1.89177,19.0447,663.172,6.02559,48.9124,49.056,0,1,0,1,1,1
534,6,616.117,6.09662,21.6472,663.172,6.02559,48.9124,49.056,0,1,0,1,1,1
534,7,675.06,1.98558,19.8762,663.172,6.02559,48.9124,49.056,0,1,0,1,1,1
534,8,638.779,10.0169,15.2945,663.172,6.02559,48.9124,49.056,0,1,0,1,1,1
534,9,713.626,1.99017,16.1969,663.172,6.02559,48.9124,49.056,0,1,0,1,1,1
534,10,607.878,10.0771,18.6371,663.172,6.02559,48.9124,49.056,0,1,0,1,1,1
534,11,587.91,2.07931,19.0978,663.172,6.02559,48.9124,49.056,0,1,0,1,1,1
535,0,527.511,6.01255,19.6285,664.485,6.01646,49.0344,49.056,0,0,0,0,1,1
535,1,691.717,10.0125,14.9401,664.485,6.01646,49.0344,49.056,0,0,0,1,1,1
535,2,697.04,6.0953,21.6371,664.485,6.01646,49.0344,49.056,0,0,0,1,1,1
535,3,671.935,9.96136,14.5427,664.485,6.01646,49.0344,49.056,0,0,0,1,1,1
535,4,566.961,9.74999,18.9809,664.485,6.01646,49.0344,49.056,0,0,0,1,1,1
535,5,626.771,1.8833,19.0446,664.485,6.01646,49.0344,49.056,0,1,0,1,1,1
535,6,617.336,6.07555,21.647,664.485,6.01646,49.0344,49.056,0,1,0,1,1,1
535,7,676.254,2.00253,19.8779,664.485,6.01646,49.0344,49.056,0,1,0,1,1,1
535,8,639.696,10.0004,15.2941,664.485,6.01646,49.0344,49.056,0,1,0,1,1,1
535,9,714.597,1.98663,16.196,664.485,6.01646,49.0344,49.056,0,1,0,1,1,1
535,10,608.997,10.0734,18.6377,664.485,6.01646,49.0344,49.056,0,1,0,1,1,1
535,11,589.056,2.11588,19.0985,664.485,6.01646,49.0344,49.056,0,1,0,1,1,1
536,0,528.641,6.01542,19.6302,665.798,6.00746,49.0327,49.056,0,0,0,0,1,1
536,1,692.614,10.0127,14.9407,665.798,6.00746,49.0327,49.056,0,0,0,1,1,1
536,2,698.337,6.0927,21.6364,665.798,6.00746,49.0327,49.056,0,0,0,1,1,1
536,3,672.848,9.96627,14.5839,665.798,6.00746,49.0327,49.056,0,0,0,1,1,1
536,4,568.1,9.75349,18.9805,665.798,6.00746,49.0327,49.056,0,0,0,1,1,1
536,5,627.914,1.8767,19.0444,665.798,6.00746,49.0327,49.056,0,1,0,1,1,1
536,6,618.58,6.05476,21.6468,665.798,6.00746,49.0327,49.056,0,1,0,1,1,1
536,7,677.448,2.01811,19.8795,665.798,6.00746,49.0327,49.056,0,1,0,1,1,1
536,8,640.613,9.98535,15.2937,665.798,6.00746,49.0327,49.056,0,1,0,1,1,1
536,9,715.567,1.98349,16.1951,665.798,6.00746,49.0327,49.056,0,1,0,1,1,1
536,10,610.116,10.0698,18.6383,665.798,6.00746,49.0327,49.056,0,1,0,1,1,1
536,11,590.202,2.14888,19.0994,665.798,6.00746,49.0327,49.056,0,1,0,1,1,1
537,0,529.749,6.01793,19.6319,667.111,5.99848,49.0192,49.056,0,0,0,0,1,1
537,1,693.511,10.013,14.9413,667.111,5.99848,49.0192,49.056,0,0,0,1,1,1
537,2,699.635,6.08925,21.6358,667.111,5.99848,49.0192,49.056,0,0,0,1,1,1
537,3,673.762,9.97087,14.6236,667.111,5.99848,49.0192,49.056,0,0,0,1,1,1
537,4,569.238,9.75896,18.9801,667.111,5.99848,49.0192,49.056,0,0,0,1,1,1
537,5,629.056,1.87192,19.0442,667.111,5.99848,49.0192,49.056,0,1,0,1,1,1
537,6,619.8,6.03523,21.6466,667.111,5.99848,49.0192,49.056,0,1,0,1,1,1
537,7,678.642,2.03244,19.8812,667.111,5.99848,49.0192,49.056,0,1,0,1,1,1
537,8,641.53,9.97164,15.2933,667.111,5.99848,49.0192,49.056,0,1,0,1,1,1
537,9,716.538,1.98071,16.1943,667.111,5.99848,49.0192,49.056,0,1,0,1,1,1
537,10,611.235,10.0666,18.639,667.111,5.99848,49.0192,49.056,0,1,0,1,1,1
537,11,591.348,2.17819,19.1002,667.111,5.99848,49.0192,49.056,0,1,0,1,1,1
538,0,530.853,6.01993,19.6336,668.425,5.98949,48.9108,49.056,0,0,0,0,1,1
538,1,694.408,10.0131,14.942,668.425,5.98949,48.9108,49.056,0,0,0,1,1,1
538,2,700.932,6.08492,21.6351,668.425,5.98949,48.9108,49.056,0,0,0,1,1,1
538,3,674.677,9.97481,14.6619,668.425,5.98949,48.9108,49.056,0,0,0,1,1,1
538,4,570.376,9.76641,18.9798,668.425,5.98949,48.9108,49.056,0,0,0,1,1,1
538,5,630.199,1.86887,19.0441,668.425,5.98949,48.9108,49.056,0,1,0,1,1,1
538,6,621.014,6.01684,21.6464,668.425,5.98949,48.9108,49.056,0,1,0,1,1,1
538,7,679.837,2.04565,19.8829,668.425,5.98949,48.9108,49.056,0,1,0,1,1,1
538,8,642.448,9.95942,15.293,668.425,5.98949,48.9108,49.056,0,1,0,1,1,1
538,9,717.509,1.97817,16.1934,668.425,5.98949,48.9108,49.056,0,1,0,1,1,1
538,10,612.411,10.0588,18.6397,668.425,5.98949,48.9108,49.056,0,1,0,1,1,1
538,11,592.495,2.20381,19.1011,668.425,5.98949,48.9108,49.056,0,1,0,1,1,1
539,0,532.363,6.02161,19.6348,669.738,5.98348,48.9108,49.056,0,0,0,0,1,1
539,1,695.305,10.013,14.9425,669.738,5.98348,48.9108,49.056,0,0,0,1,1,1
539,2,702.23,6.08157,21.6346,669.738,5.98348,48.9108,49.056,0,0,0,1,1,1
539,3,675.581,9.97729,14.6866,669.738,5.98348,48.9108,49.056,0,0,0,1,1,1
539,4,571.515,9.77227,18.9796,669.738,5.98348,48.9108,49.056,0,0,0,1,1,1
539,5,631.341,1.86781,19.0439,669.738,5.98348,48.9108,49.056,0,1,0,1,1,1
539,6,622.679,5.9995,21.6463,669.738,5.98348,48.9108,49.056,0,1,0,1,1,1
539,7,681.031,2.0536,19.884,669.738,5.98348,48.9108,49.056,0,1,0,1,1,1
539,8,643.365,9.95189,15.2928,669.738,5.98348,48.9108,49.056,0,1,0,1,1,1
539,9,718.48,1.97672,16.1928,669.738,5.98348,48.9108,49.056,0,1,0,1,1,1
539,10,613.529,10.0528,18.6402,669.738,5.98348,48.9108,49.056,0,1,0,1,1,1
539,11,593.641,2.21883,19.1017,669.738,5.98348,48.9108,49.056,0,1,0,1,1,1
540,0,532.986,6.0228,19.6365,670.614,5.97449,48.9108,49.056,0,0,0,0,1,1
540,1,695.904,10.0129,14.9432,670.614,5.97449,48.9108,49.056,0,0,0,1,1,1
540,2,703.095,6.07602,21.6339,670.614,5.97449,48.9108,49.056,0,0,0,1,1,1
540,3,676.203,9.98078,14.7226,670.614,5.97449,48.9108,49.056,0,0,0,1,1,1
540,4,572.274,9.78268,18.9793,670.614,5.97449,48.9108,49.056,0,0,0,1,1,1
540,5,632.103,1.86757,19.0438,670.614,5.97449,48.9108,49.056,0,1,0,1,1,1
540,6,623.363,5.98504,21.6461,670.614,5.97449,48.9108,49.056,0,1,0,1,1,1
540,7,681.827,2.06457,19.8857,670.614,5.97449,48.9108,49.056,0,1,0,1,1,1
540,8,643.976,9.94173,15.2925,670.614,5.97449,48.9108,49.056,0,1,0,1,1,1
540,9,719.127,1.97484,16.192,670.614,5.97449,48.9108,49.056,0,1,0,1,1,1
540,10,614.276,10.0442,18.641,670.614,5.97449,48.9108,49.056,0,1,0,1,1,1
540,11,594.406,2.2383,19.1027,670.614,5.97449,48.9108,49.056,0,1,0,1,1,1
541,0,534.143,6.02398,19.6382,671.928,5.9655,48.9108,49.056,0,0,0,0,1,1
541,1,696.801,10.0128,14.9439,671.928,5.9655,48.9108,49.056,0,0,0,1,1,1
541,2,704.392,6.06973,21.6332,671.928,5.9655,48.9108,49.056,0,0,0,1,1,1
541,3,677.121,9.984,14.7573,671.928,5.9655,48.9108,49.056,0,0,0,1,1,1
541,4,573.412,9.79455,18.979,671.928,5.9655,48.9108,49.056,0,0,0,1,1,1
541,5,633.245,1.86918,19.0436,671.928,5.9655,48.9108,49.056,0,1,0,1,1,1
541,6,624.636,5.9699,21.6459,671.928,5.9655,48.9108,49.056,0,1,0,1,1,1
541,7,683.022,2.07406,19.8874,671.928,5.9655,48.9108,49.056,0,1,0,1,1,1
541,8,644.894,9.93284,15.2923,671.928,5.9655,48.9108,49.056,0,1,0,1,1,1
541,9,720.098,1.97332,16.1911,671.928,5.9655,48.9108,49.056,0,1,0,1,1,1
541,10,615.395,10.0362,18.6418,671.928,5.9655,48.9108,49.056,0,1,0,1,1,1
541,11,595.553,2.2542,19.1037,671.928,5.9655,48.9108,49.056,0,1,0,1,1,1
542,0,535.279,6.02462,19.6399,673.241,5.9565,48.9243,49.056,0,0,0,0,1,1
542,1,697.698,10.0127,14.9447,673.241,5.9565,48.9243,49.056,0,0,0,1,1,1
542,2,705.69,6.06285,21.6325,673.241,5.9565,48.9243,49.056,0,0,0,1,1,1
542,3,678.039,9.98696,14.7908,673.241,5.9565,48.9243,49.056,0,0,0,1,1,1
542,4,574.551,9.80803,18.9787,673.241,5.9565,48.9243,49.056,0,0,0,1,1,1
542,5,634.388,1.8725,19.0434,673.241,5.9565,48.9243,49.056,0,1,0,1,1,1
542,6,625.886,5.95634,21.6458,673.241,5.9565,48.9243,49.056,0,1,0,1,1,1
542,7,684.217,2.0823,19.889,673.241,5.9565,48.9243,49.056,0,1,0,1,1,1
542,8,645.811,9.92504,15.292,673.241,5.9565,48.9243,49.056,0,1,0,1,1,1
542,9,721.068,1.97204,16.1903,673.241,5.9565,48.9243,49.056,0,1,0,1,1,1
542,10,616.514,10.0286,18.6427,673.241,5.9565,48.9243,49.056,0,1,0,1,1,1
542,11,596.701,2.26642,19.1047,673.241,5.9565,48.9243,49.056,0,1,0,1,1,1
543,0,536.431,6.02502,19.6416,674.554,5.94738,49.0327,49.056,0,0,0,0,1,1
543,1,698.596,10.0123,14.9455,674.554,5.94738,49.0327,49.056,0,0,0,1,1,1
543,2,706.987,6.05535,21.6318,674.554,5.94738,49.0327,49.056,0,0,0,1,1,1
543,3,678.958,9.98967,14.823,674.554,5.94738,49.0327,49.056,0,0,0,1,1,1
543,4,575.689,9.82199,18.9784,674.554,5.94738,49.0327,49.056,0,0,0,1,1,1
543,5,635.53,1.87754,19.0432,674.554,5.94738,49.0327,49.056,0,1,0,1,1,1
543,6,627.154,5.94441,21.6456,674.554,5.94738,49.0327,49.056,0,1,0,1,1,1
543,7,685.412,2.08917,19.8907,674.554,5.94738,49.0327,49.056,0,1,0,1,1,1
543,8,646.728,9.91823,15.2918,674.554,5.94738,49.0327,49.056,0,1,0,1,1,1
543,9,722.039,1.971,16.1895,674.554,5.94738,49.0327,49.056,0,1,0,1,1,1
543,10,617.634,10.0215,18.6436,674.554,5.94738,49.0327,49.056,0,1,0,1,1,1
543,11,597.848,2.27531,19.1058,674.554,5.94738,49.0327,49.056,0,1,0,1,1,1
544,0,537.616,6.02492,19.6433,675.868,5.93839,49.0192,49.056,0,0,0,0,1,1
544,1,699.493,10.0118,14.9463,675.868,5.93839,49.0192,49.056,0,0,0,1,1,1
544,2,708.284,6.04761,21.6311,675.868,5.93839,49.0192,49.056,0,0,0,1,1,1
544,3,679.878,9.99216,14.854,675.868,5.93839,49.0192,49.056,0,0,0,1,1,1
544,4,576.828,9.83583,18.9782,675.868,5.93839,49.0192,49.056,0,0,0,1,1,1
544,5,636.673,1.88443,19.043,675.868,5.93839,49.0192,49.056,0,1,0,1,1,1
544,6,628.458,5.93373,21.6454,675.868,5.93839,49.0192,49.056,0,1,0,1,1,1
544,7,686.607,2.09492,19.8924,675.868,5.93839,49.0192,49.056,0,1,0,1,1,1
544,8,647.645,9.91229,15.2916,675.868,5.93839,49.0192,49.056,0,1,0,1,1,1
544,9,723.009,1.97037,16.1887,675.868,5.93839,49.0192,49.056,0,1,0,1,1,1
544,10,618.753,10.015,18.6446,675.868,5.93839,49.0192,49.056,0,1,0,1,1,1
544,11,598.995,2.28088,19.1069,675.868,5.93839,49.0192,49.056,0,1,0,1,1,1
545,0,538.766,6.02456,19.645,677.182,5.936,48.9108,49.056,0,0,0,0,1,1
545,1,700.391,10.0114,14.9472,677.182,5.936,48.9108,49.056,0,0,0,1,1,1
545,2,709.581,6.03988,21.6303,677.182,5.936,48.9108,49.056,0,0,0,1,1,1
545,3,680.798,9.99442,14.8839,677.182,5.936,48.9108,49.056,0,0,0,1,1,1
545,4,577.966,9.84907,18.978,677.182,5.936,48.9108,49.056,0,0,0,1,1,1
545,5,637.815,1.89352,19.0427,677.182,5.936,48.9108,49.056,0,1,0,1,1,1
545,6,629.723,5.92497,21.6452,677.182,5.936,48.9108,49.056,0,1,0,1,1,1
545,7,687.802,2.09943,19.8941,677.182,5.936,48.9108,49.056,0,1,0,1,1,1
545,8,648.563,9.90744,15.2914,677.182,5.936,48.9108,49.056,0,1,0,1,1,1
545,9,723.98,1.97011,16.1879,677.182,5.936,48.9108,49.056,0,1,0,1,1,1
545,10,619.873,10.009,18.6456,677.182,5.936,48.9108,49.056,0,1,0,1,1,1
545,11,600.143,2.28314,19.1081,677.182,5.936,48.9108,49.056,0,1,0,1,1,1
546,0,539.906,6.02394,19.6467,678.496,5.93436,49.0208,49.056,0,0,0,0,1,1
546,1,701.289,10.0112,14.9481,678.496,5.93436,49.0208,49.056,0,0,0,1,1,1
546,2,710.878,6.03214,21.6296,678.496,5.93436,49.0208,49.056,0,0,0,1,1,1
546,3,681.72,9.99645,14.9128,678.496,5.93436,49.0208,49.056,0,0,0,1,1,1
